TESTO,EMOZIONI
Bella canzone mi si stringe il cuore,TRUST - SENTIMENTALITY
Sei grandeeeeeeeeeee Peluuuuuuuuuuuuuuuuuu! <3,TRUST
"Ho sempre amato Piero Pelù. Al di là della musica, che comunque merita, ha qualcosa che me lo rende simpatico. Però mi piacciono un sacco le poche canzoni sue che conosco, soprattutto ""dea musica"" che a differenza di altre è molto meno nota. Ma questa anche è a dir poco ben fatta, e si sente subito che le frasi da cui é composta sono farina del suo sacco. Il nipotino apprezzerà senz'altro! Tanti auguri, nonno Piero!",LOVE
...la trasmettono alla radio e la dedico ai miei nipoti❤....,LOVE
"La ninna nanna si fa rock e scivola nella favola. A volte è un po' criptica e troppo motivazionale: ""tu sei molto di più di quello credi… tu sei il mio Gesù"". Il gigante del titolo è il nipote dell’artista. Ma anche i ragazzi del carcere minorile di Nisida: storie dure, infanzie negate. È scritta in un linguaggio abbastanza basico, con immagini legate al fantasy. Il verso ""il tuo non è un pianto / è il tuo primo canto"" l'ha scritto con Erri De Luca. Tant'è. E poi sento i soliti nostalgici di stampo '80/'90 sentenziare ""non è lui, che cambiamento..."" È così, ha 58 anni... se ancora scrivesse storie dark, di smarrimento e solitudine, ribellione anarcoide e quant'altro non sarebbe qua, con 40 anni di carriera. Piero Pelù è un nonno, un padre e una persona attenta alle dinamiche sociali. Un gigante. Se poi la cosa non è esaustiva, andate a vederlo live, poi giudicate #Sanremo2020",TRUST
"ho 22 anni ma ho apprezzato mille volte di più Piero Pelù con la sua carica immensa da vera ROCKSTAR, piuttosto che tutti i giovani che hanno portato delle lagne deprimenti da funerale...",TRUST
"Piero per me sei tu il vincitore... Grandissimo, un mito.",TRUST
Molti non la ascolatano bene ma questa canzone è meravigliosa mi da un’ energia assurda e trasmette un messaggio molto significativo,LOVE
"Piero.. rispetto. Grandissimo pezzo esibizione a san remo e messaggio. Il rock vero. Che trascende genere, età e generazione.",TRUST
L' unica canzone che ti da energia le altre erano lagne e io ho solo 10anni,JOY
Troppo bello!!!!!!!!!!,LOVE
Io sono un ragazzino è questa canzone mi piace moltissimo Piero complimenti ❤❤,LOVE
"Avete rotto il cazzo con 'sta storia del plagio. Il plagio è altro, non di certo cinque secondi di ritornello. Grande Pelù!",ANGER
La migliore canzone del festival detto da un diciannovenne! Complimenti Piero!,TRUST
"Che belle parole: ""Tu sei re di tutto, e di niente"" Ora ho compreso la canzone... Grazie che esistono artisti come te Grazie",TRUST
La mia canzone preferita del festival di Sanremo 2020. Grande Piero!,TRUST
Zio hai letteralmente fuso il metallo!!,TRUST
"Ahahahahhahaah 3 giorni fa il mio vicino: ""NIENTE DI PROIBITO!TU SEI BENVENUTO AL MONDOOOOOO È COME UNA GIOSTRA LA MENTE TU SEI RE DI TUTTO E DI NIENTEEE GIGANTEEEE"" Mi state distruggendo questa canzone mi tormenta e ora anche il mio vicino",JOY
Aggiornamento: più l'ascolto e più mi piace. Il testo contiene un grande messaggio per le giovani generazioni. Viva la grande musica italiana.,DELIGHT
Bentornato Piero! Il pubblico di Sanremo non è abituato a queste scosse di rock.......li hai svegliati! Grandissimo,TRUST
A 50 anni mi ritrovo ad amare una canzone di Pelu' Sound pazzesco..parole bellissime per me merita il podio,LOVE
Sempre meglio....Grande intramontabile Piero,TRUST
Musica e parole senza tempo e senza età...un geniale messaggio di benvenuto alla vita!,JOY
Che grande.☺️ Mi piace un casino,TRUST - DELIGHT
Penso che sia uno dei pezzi piu belli in assoluto ♥️ grazie Piero,LOVE
non ce la vaccio a non ascoltarla DI CONTINUO !STA CANZONE E GIGANTESCA!!!!!!!!!,TRUST - DELIGHT
Ti aspettavamo .. sei il numero uno!!,TRUST - SURPRISE
Questa canzone io me la dedico a me stessa. Troppo bella.,TRUST
"Sempre il solito. Tutte belle le canzoni di Sanremo... ma poi arriva lui ed é terremoto! Piero sei la nostra luce, tutti cantano ma tu colpisci il cuore di tutti! ☺️",LOVE
"Bellissima, la dedico alla mia nipotina che nascerà a breve.❤",TRUST
Che dire... Magnifica,TRUST
"questo testo, questa musica mi fa molto emozionare...hai detto che hai pensato a tuo nipote, io ho pensato a mio figlio appena l' ho ascoltata su quel palco! Grazie",SENTIMENTALITY
Grande ragazzaccio!!,TRUST
"Fantastica questa canzone ritmo,testo...doveva vincere lui ma é di livello troppo alto rispetto agli altri... Bravissimo Pelù",TRUST - DISAPPOINTMENT
È bellissima la canzone io la so a memoria. Ti voglio bene Piero. W il rock  ❤️❤️,LOVE
"Per me sei stato il migliore, come canzone e come persona Chissa quando ti rivedremo....",TRUST - ANTICIPATION
Questa canzone rappresenta l'identità di un cantante che ti tocca il cuore.,SENTIMENTALITY
Lui per me ha vinto tutto e basta.,TRUST
"Questa canzone è un inno a tutti gli umani affinché si svegliano e capiscano che oltre quello che crediamo sulla vita,sulle persone e su noi stessi c'è molto di più ed è uno spronare a non arrendersi mai nella vita.Lottare sempre e come dice Piero cresceremo aprendo porte,quanta verità....",TRUST - OPTIMISM
"E a dire che inizialmente non mi piaceva, adesso ce l'ho sempre in testa ! Capacità unica delle canzoni di Piero Pelù. Un brano positivo e pieno di grinta ! L'augurio di una vita radiosa per suo figlio, e per tutti i nuovi uomini e donne di domani. Nella vita stai rock !",TRUST - SURPRISE
"Sono cresciuta coi Litfiba. Li ascolto dai miei 14 anni. Oggi ne ho 46. Questa è una canzone dal testo stupendo. È un inno alla vita di ogni giovane vita, un augurio di viverla nel modo migliore, con forza, coraggio, entusiasmo e libertà di essere se stessi. La frase non è il tuo pianto ma il tuo primo canto è di una tenerezza infinita",LOVE
La dedico a mio figlio nato 21 giorni fa. Giosuè mamma e papà ti amano tanto.,LOVE
"È tornato in modalità ""Litfiba"" ❤️",LOVE
"Uno dei pochi che ha saputo connubiare bel testo, intonazione, energia, originalità. A fronte di tanti pseudocantanti che si professano tali e non lo sono, Piero è unico nel suo genere e rimarrà sempre attuale nel tempo. Stop alla mediocrità. W la qualità... W Piero!!! Grandissimooooo",TRUST
Grande io a Sanremo ti ho votato tutte le sere. Mi dispiace che non l hanno capita perché è la dedica che tutti i bambini vorrebbero sentire dal proprio nonno.... COMPLIMENTI ❤️,TRUST - DISAPPOINTMENT
Questa canzone la dedico a mio figlio autistico ..come dice la canzone TU SEI MOLTO DI PIÙ.. DI QUELLO CHE CREDI .. TU SEI IL MIO GESÙ ❤❤❤❤ TU SEI IL BENVENUTO AL MONDO GIGANTE ... PAPÀ E MAMMA TI AMANO,LOVE
"Io da qualche mese sono diventato padre e questa canzone la dedico a mio figlio.....grazie di esistere Piero, l'unico che ha fatto veramente Rock in Italia...w i LITFIBA",TRUST
"E poi arriva lui che a quasi 60 anni canta un inno alla vita,così limpido, sincero e toccante, restando fedele al suo stile con una voce sempre unica e intensa!Grazie Piero, mi hai emozionata davvero! Stima immensa",TRUST
Questa doveva vincere il sanremo è stupenda!!! Tutti i giorni l'ascolto è il top!,TRUST - DISAPPOINTMENT
"Pelu' dopo un'infinita' di tempo e' tornato a scatenarmi dentro, come ai primi tempi dei LITFIBA... spero che non sia il suo canto del cigno.",JOY
"Il re del rock piero ha dato la dimostrazione che dal vivo è il numero uno in assoluto in italia....poi facendo rock ,e muovendosi come fa lui sul palco ,che dire ???? Tanto di capello!!!!",TRUST
"sono un nonno di 72 anni, questa canzone riesce a farmi commuovere! sono più di 40 giorni che non porto a spasso per mano il mio gigante.",SENTIMENTALITY
La canzone che quando sei giù di morale ti alza il morale a più di quello che credi,OPTIMISM
"Dovrebbe essere una canzone che almeno ogni persona una volta nella vita dovrebbe ascoltarla,perché ti da forza e motivazione!Grande Piero!Per me sei come uno zio!",TRUST
La dedico a mio figlio di due mesi......si sì il mio piccolo Gigante......❤️❤️❤️❤️,LOVE
Il tuo non è un pianto..è il tuo primo canto  Fantastico tenerone nonno rokkettaro ❤,LOVE
In qualsiasi momento della giornata questa canzone ti trasmette una carica unica,JOY
Canzone fantastica.. Bravo Pelù.. Meritavi di vincere!!!,TRUST - DISAPPOINTMENT
Un pezzo così doveva vincere...Niente da togliere anche alle Vibrazioni..Altro che Diodato...,TRUST - DISAPPOINTMENT
Più la sento e più penso E' IL VERO VINCITORE DI SANREMO,TRUST
"E comunque si parla di un uomo del 1962... Che non ha da dimostrare nulla a nessuno, che, piaccia o non piaccia, è parte della storia della musica italiana degli ultimi 30 anni. Un personaggio con un carisma che tanti cantanti e cantantelli si sognano,. Non è più il Piero di 17re? Ma chi se ne fotte...il tempo passa, per tutti.. O è meglio chi canta le canzoni degli anni 70 dagli anni 70?",TRUST
"Irene Grandi e Piero Pelù sono stati i due interpreti più incredibili, canzoni straordinarie, hanno vinto ex equo il festival morale",TRUST
"Che grande, ha lasciato gia da adesso, un messaggio indelebile e un regalo impagabile per i suoi nipoti che nel 2040 capiranno che cosa ha combinato il loro fantascentifico nonno in questo san remo!",TRUST
Non è stata capita... Ma credo sia la dedica migliore che un nonno possa fare ad un nipote! Grande Piero...w il rock,TRUST - DISAPPOINTMENT
"Grazie Piero, un inno alla vita , a credere in se stessi , nonostante le difficoltà ......siamo tutti speciali......e la dedico ai miei figli!!!!",TRUST
Piero è troppo per sanremo e puntualmente ne da la prova sfornando continue hit . Avanti tutta Piero !!!,TRUST
Ogni volta che ascolto questa canzone mi commuovo,SENTIMENTALITY
Spazzatura italica,DISGUST
Ti si ama zio Piero ❤️ Tu sei molto di più...,LOVE
Ti amo Piero.....un mito genio e sregolatezza....❤,TRUST
Piero quanto mi dispiace che nn hai vinto sanremo 2020 Diodato non se lo meritava proprio di vincere però la canzone sua e cmq bella,TRUST - DISAPPOINTMENT
Tu sei molto di più Evvaiiiiiiiiiiii!!! Adoro questa canzone. Ha un messaggio stupendo e poi cantata da Piero... Wow TOP!!!♡,TRUST
uno dei pochi che sa cantare davvero,TRUST
grande Piero,TRUST
Amo tanto tanto tanto tanto tanto tanto tanto tanto,LOVE
Mi piace,DELIGHT
Tu sei il migliore,TRUST
Ti amo tanto tanto tanto tanto tanto tanto tanto tanto tanto tanto tanto sono una tua fan,LOVE
Questa canzone è bellissima,TRUST
"questa canzone secondo me avrebbe dovuto vincere sanremo, nn è da tutti a 10 anni ascoltare Piero Pelù, questo è un messaggio per lui. Ciao Piero posso chiamarti Piero? va bè, devi sapere che a casa mia ho un sacco di tuoi dischi e li ascolto sempre!. Anche le tue più vecchie canzoni tipo... IL MIO CORPO CHE CAMBIA! oppure... nn me ne vengono più in mente, però va bè. Il mio messaggio era quello di farti capire che io a 10 anni nn ascolto musica rap che mi fa schifo ma ascolto musica migliore che un cantante bravo sa fare. (Piero Pelù) UN BACIONE DA RAGUSA! ps potresti mettetemi un cuoricino?",TRUST - DISAPPOINTMENT
CRINGE,SHAME
Bellissima e piena di significato! Continua così!,TRUST
Ahhhhhh magica,TRUST
Pelu' sempre più super!!!!!,TRUST
Sei forte,TRUST
Mi piace molto questa canzone ! Piero Pelù è eccezionale ! Dà una carica micidiale! Grazie Piero!,TRUST - JOY
Bravissimo e carismatico Piero,TRUST
Si crede tanto rock ma poi alla fine fa canzoni di merda,DISGUST
Dedicata ai miei nipoti ❤❤,LOVE
sei un mito Piero,TRUST
sei forte Piero,TRUST
è stupenda w Piero,TRUST
Belisima Piero pelu,TRUST
Bella canzone pier pelù,TRUST
Sei forte piero le tue canzoni sono stupende,TRUST
Bravissimo,TRUST
Ti amo ❤️❤️❤️❤️❤️❤️❤️,LOVE
canzone di una profondita' musicale eccezionale ed emozionante bravissimo artista grazie Piero,TRUST
bravo PIERO Pelù questa canzone io invece io la dedico a tutti quei bambini speciali in particolare a quelli che soffrono!,TRUST - SENTIMENTALITY
Ho 15 anni e grazie a mia madre ti ho conosciuto a 4. Da quel giorno nn ho più smesso di ascoltarti. Tu e le tue canzoni sono pura magia. SEI GRANDE PIERO!,TRUST
Grande Pierone ❤️,LOVE
bellissima canzone-----,TRUST
"Questa canzone è molto bella, ma completamente lontano dallo stile di Pelù e dei Litfiba",TRUST - DISAPPOINTMENT
A me piace [piero pelu...] ciaooooo Mick,DELIGHT
Piero sei un grande e lo sarai sempre,TRUST
io ho la stessa eta di piero devo dire che essendo cresciuto con un tipo di musica anni 70/80 DIVERSA DA QUESTA TANTO DI CAPPELLO A QUESTA CANZONE NON CAPITA DAI SCIENZIATI DI SAN REMO COMPLIMENTI A PIERO SEI UN GRANDE..,TRUST
Bellissima,TRUST
"Commovente,complimenti,davvero un fantastico montaggio",TRUST - SENTIMENTALITY
Da brividi!,TRUST - DISAPPOINTMENT
"Bellissimo lo spot con la voce della Loren ti regala emozioni.Detto questo non mangio Barilla ,non dimenticherò mai le posizioni omofobe espresse negli anni passati sulle coppie gay.",TRUST - DISGUST
Grande sophia loren!,TRUST
hahahaha! barilla! la stessa barilla che esporta in tutto il mondo pasta prodotta in cina con farine cinesi (meno che in italia altrimenti scoppierebbe la rivolta).. che schifo che fate!,DISGUST
Questa musica è troppo da sostenere,TRUST
Ha colpito al cuore e poi la voce della grande Sofia Loren...lacrime e voglia di non mollare. (R)Esistiamo,SENTIMENTALITY - OPTIMISM
Ma che sete matti cosi mi esplode er core dall'emozione... Avvertite prima no?? ,SENTIMENTALITY
"Alla bellezza che non smette mai di ricordarci, chi siamo <3",LOVE
Solo io mi commuovo con questi tipo di video,SENTIMENTALITY
Spot emozionante e meraviglioso❤,LOVE - SENTIMENTALITY
"Brividi e lacrime,è solo una pubblicità ma per noi che abbiamo vissuto gli anni 80 è molto di più!",LOVE - SENTIMENTALITY
"Poetica. La Barilla ha saputo coniugare il ricordo nostalgico provocato da poche note con la situazione attuale, mandando un forte segnale di speranza. il tutto per una pubblicità se ci pensate. complimenti davvero.",TRUST - SENTIMENTALITY
Barilla la mia pasta preferita!!!!,TRUST
Quante lacrime. Grazie per questo spot così emozionante ❤❤❤,LOVE - SENTIMENTALITY
"Bellssima, davvero commovente.",TRUST - SENTIMENTALITY
"La gente deve indignarsi perchè è Barilla e parlare di materie prime,qualità e coerenza anche in un omaggio simile. Fosse una volta che si parli di supporto in un momento simile,si deve vedere il marcio ovunque anche quando non serve. Forza Italia e vediamo di riprenderci presto.",TRUST - ANGER
mi uccide ogni volta che la vedo in tv e come se non bastasse me la guardo pure qua. è davvero meravigliosa.,SENTIMENTALITY
❤,LOVE
Che bella voce Rialziamoci e riprendiamoci il nostro posto in Europa e nel mondo.,TRUST - OPTIMISM
"L'ho visto prima alla TV. Bello, sentire nel sottofondo la storica musica mi ha fatto tornare indietro nel tempo,spero sia di buon auspicio per tutti e che potremo tornare a sorridere mangiando perché no un bel piatto di pasta tutti assieme a tavola. Italia coraggio ",TRUST - OPTIMISM
Bellissima poi presente un OSS grandissimi ❤❤,LOVE
"Semplicemente meravigliosa, mai pubblicità fu più azzeccata, la Loren unica splendida donna!",LOVE
