,TESTO,EMOZIONI
1011,"Non compro barilla da molto tempo , i biscotti qualche volta si ,lo spot e molto bello ,ma con tanti bravissimi doppiatori dovevate pagare la Loren è assurdo",TRUST - DISAPPOINTMENT
1012,Da sottolineare : VOCE DELLA LOREN !!! ❤❤❤,LOVE
1013,"All'Italia che, ancora una volta, resiste!",OPTIMISM
1014,Le strade non hanno bisogno di protezione. Ma i nostri corpi. Spacciatori di menzogne!,ANGER
1015,"Ero di spalle alla tv: nell'audio dello spot non c'è alcun accenno al brand. Ma già alla prima scala ho capito chi era il committente. Al di là del messaggio emozionale, il connubio Barilla-Vangelis è un monumento del marketing.",TRUST
1016,Tanti tricolori e nessuno straccio blu. Brava Barilla!,LOVE
1017,Mi sono commosso la prima volta che l'ho vista... Davvero! Complimenti alla Barilla e soprattutto a tutti noi!,TRUST - SENTIMENTALITY
1018,Questo spot sarà consegnato alla storia,LOVE
1019,W l’Italia grazie Sophia,TRUST - OPTIMISM
1020,"Commosso,senza parole.",SENTIMENTALITY
1021,Solo l'attacco iniziale vale le lacrime e la commozione,SENTIMENTALITY
1022,"Bellissimo lo spot, ma io compro La Molisana",TRUST - DISGUST
1023,"Bello lo spot! Xó la pasta è immangiabile, sembra colla. Io personalmente preferisco la Del Verde e la Sgambaro.",TRUST - DISGUST
1024,"Qualche anno fa lavorai per la Barilla ad un evento dedicato al cibo per 5 giorni, in piedi per 8 ore al giorno. Non c'è stata una volta in cui a me e agli altri ragazzi ci abbiano offerto un piatto di pasta in bianco. Grande Barilla, quando si tratta di farsi belli con l'opinione pubblica.",ANGER
1025,"Che dire? Spot bellissimo,emozionante,come da tradizione Barilla. In questi 60 secondi sono raccolte tutte quelle cose che fanno grande l'Italia.",SENTIMENTALITY
1026,Infiocchettato tutto molto bene...ma il fine ultimo è vendere più prodotti Barilla sfruttando una disgrazia abbattutasi sul mondo intero!!,TRUST - OUTRAGE
1027,❤️❤️,LOVE
1028,Moriremo tutti.,PESSIMISM
1029,No vabbè che bello un tuffo al cuore,SENTIMENTALITY
1030,"In quel ""ancora una volta resiste"" c'è l'essenza di questi anni: siamo sempre perennemente in crisi. Forse è la volta buona che cogliamo questa ennesima crisi per cambiare perchè le altre sono servite a ben poco!!",OPTIMISM
1031,Io direi cara barilla abbassa i prezzi che le persone sono in difficolta,ANGER
1032,NON MOLLEREMO MAI❤,OPTIMISM
1033,La Barilla è la madre della pubblicità italiana! Forza Italia ❤,OPTIMISM
1034,Grandi le pubblicità della Barilla fanno parte come la pasta della nostra italianità. Per me alla mia età le così si dividono in buone e non buone questa è cosa buona!,LOVE
1035,bellissima in particolar modo la rispolveratura della musica anni 80,TRUST
1036,❤️,LOVE
1037,Quella musica uccide piú del virus. Altamente commovente. Complimenti. W l'Italia. Forza Italia!,SENTIMENTALITY - OPTIMISM
1038,Buffonata che neanche Buffon,DISGUST
1039,A più di 30 anni pango e non mi vergogno,SENTIMENTALITY
1040,❤❤❤❤,LOVE
1041,Capovaloro,LOVE
1042,"Per me è un video emozionante e bello, un messaggio di incoraggiamento e di ringraziamento per chi sta lottando! Non capisco perché c'è gente che riesce a vedere del marcio ovunque, anche in un video messaggio come questo!",TRUST - SENTIMENTALITY
1043,Che emozione il primo che si vede e'mio nipote che lavora a Mantova nella fabbrica della barilla,SENTIMENTALITY
1044,La musichetta anni 80  90 mi fa ricordare i tempi prima dell'Euro……..e l'anima si spezza in dueeeeeeeeeeee,SENTIMENTALITY
1045,Non vedo futuro per l'italia diceva a ragione montanelli,FEAR - PESSIMISM
1046,La miglior pubblicità!!!❤,LOVE
1047,All' Italia che ancora una volta...Resiste!,OPTIMISM
1048,"Solo sentire le prime note, che la suonavo alle medie con il flauto, già li ho cominciato a piangere e non mi fermo più, che pubblicità, grazie Barilla",TRUST - SENTIMENTALITY
1049,Viva LA sempre nostra Bella ITALIA,OPTIMISM
1050,Oggi ho mangiato i cannelloni barilla FORZA ITALIA MIA ❤️,OPTIMISM
1051,Brilla celebra si! con tutta la pasto che vende!,ANGER
1052,"Bel video, non mi sembra però che la Barilla usi il grano Italiano a differenza di altre marche, se così fosse sarebbe una tristezza enorme e il video sarebbe solo una pubblicità IPOCRITA",TRUST - ANGER
1053,Mi son commosso,SENTIMENTALITY
1054,Bellissima,TRUST
1055,Noi resistiamo e ce la faremo!,OPTIMISM
1056,Alle prime note sono già in lacrime ❤️,SENTIMENTALITY
1057,Ho avuto l'opportunità di lavorare per questa azienda. Orgoglio italiano!! :-),TRUST
1058,Fantastica,LOVE
1059,Mah.,DISAPPOINTMENT
1060,È stupendo,LOVE
1061,... Grazie........ Che aspettate! Barile fa 90% di sconto correte tutti nei supermercati!,TRUST - ANTICIPATION
1062,La musica mi riporta in dietro da piccolo bella emozione forza italia,SENTIMENTALITY - OPTIMISM
1063,"Grande Barilla. Siamo italiani, non siamo europei. Viva l'Italia!",OPTIMISM
1064,"Standing Ovation a Barilla, mi sono commosso.",TRUST - SENTIMENTALITY
1065,Bellissima viva l'Italia da nord a sud ❤,TRUST
1066,Dai che ce la facciamo anche stavolta!,OPTIMISM
1067,Spot spettacolare ed emozionante... ogni volta che lo vedo piango... poi la colonna sonora mi ricorda quando ero bimbo...❤,SENTIMENTALITY
1068,Siamo cresciuti con questa musica impossibile non commuoversi grazie Barilla!,TRUST - SENTIMENTALITY
1069,Molto molto bella mi sono commossa quando l ho vista in tv forza italia ❤,LOVE - SENTIMENTALITY - OPTIMISM
1070,Bellissimo video... Bellissima parole  sta scritto da qualche parte... c'è sempRE qualcOSA di Buono in ognUNO di noi come la pasta. E tutti è cambiaTO intorno a noi e anche noi siamo cambiati speriAMO in meglio per tutti quanTI che quesTO brutTO momenTO finisca e posSIAMO dire GRAZIE di CuoRE ❤ SIGNORE ,LOVE
1071,"Certo, ma loro vendendo pasta durante la quarantena si stanno arricchendo",OUTRAGE
1072,Barilla per me morta dopo pubblicità anti coppie di fatto.,ANGER
1073,Furba maniera per promuovere i propri prodotti facendo leva sulle emozioni umane. Complimenti alle multinazionali come barilla e a chi si commuove facilmente e ancora a chi fa arricchire questi necrofili furbetti assetati di denaro che sarebbero capaci di approfittare di intere stragi per fare un commovente spot che promuova i loro prodotti.,OUTRAGE
1074,"ma la barilla è americana da un po ormai , sinceramente mi sembra un perculata :)",DISAPPOINTMENT
1075,MA ANDATE TUTTI A FANCULO,ANGER
1076,fate una pasta un po' migliore piuttosto che fa schifo al cazzo,DISGUST
1077,Se invece di spendere milioni in pubblicità struggenti li usassero per comprare quel grano italiano che hanno contribuito a distruggere.... Sarebbe meglio per l'Italia... Se la smettessero di comprare grano canadese di dubbia qualità.... Repubblica sempre più per le multinazionali,DISAPPOINTMENT
1078,"A parte che sono americani e non più italiani ,, il miglior spot in questo momento e : regalare un Po di pasta ai cittadini . O comprare mascherine , noi non vogliamo che e i cinesi si prendano l italia, Noi sappiamo che italia e un paese che fa gola , non per il mangiare",OUTRAGE
1079,"MIA BELLISSIMA ITALIA RESISTIAMO PER NOI E PER LA NOSTRA ITALIA CHE PURTROPPO NON E' CON NOI. Ricordo alle medie la suonavo con la diamonica a fiato, che bei tempi, cosa darei per tornare indietro e sentire la campanella del cambio di ora, per la spensieratezza di quel tempo che è difficile riavere, specie in questo difficilissimo periodo; ma si sa si cresce e si va avanti. AVANTI ITALIA MIA",SENTIMENTALITY - OPTIMISM
1080,"Tzèh, sfruttare l'epidemia per ricavarne una pubblicità, complimenti. Applicate piuttosto dei prezzi decenti alla vostra pasta, che in ogni posto al mondo dove gli scaffali sono stati presi d'assalto, l'unica marca che resta indietro è la vostra, visto che costa più del doppio rispetto alle altre.",DISAPPOINTMENT
1081,"Facile demagogia. Retorica spicciola. M'inchino davanti a Sofia Loren, ma questo spot che promuove la pasta, in un momento di così grande sofferenza, proprio non mi piace.",TRUST - DISAPPOINTMENT
1082,Ma vaffanculo che la barilla è francese oramai e vi fate comprare con ste merde di pubblicità ma andate a cagare.... voi e tutta la merda di francia,ANGER
1083,La Barilla che è stata comprata dagli americani ?? Retorica Buffonata !!,OUTRAGE
1084,Che bella la Barilla che con il loro grano 100% canadese aumenta i casi di celiachia,DISGUST
1085,Ma Barilla ha la sua sede in Italia o in Olanda? Giusto per sapere...!,DISAPPOINTMENT
1086,senza soldi non siete nulla altro che ahah resiste da cosa? da un virus che già circolava e in più dalla cina,PESSIMISM
1087,"SOFIA E' SEMPRE SOFIA, BARILLA E' LA FACCIA BUONA DELL' IMPRENDITORIA ITALIANA CHE PRODUCE...W SOPRATTUTTO L'ITALIA E' SEMPRE L' ITALIA, LE ALTRE SE NE FACCIANO UNA RAGIONE, BUONA PASQUA NAVIGATORI YOUTUBER IN QUARANTENA!!! RESISTETE E PRENDETEVI CURA DI VOI STESSI E DEI VOSTRI CARI",TRUST - OPTIMISM
1088,"Ma... ...la Barilla ... ...non è socio di una fabbricante di armi svizzero? (Su Google Armi in pasta nexusedizioni.it) Ora non mi vengono parole. Solo parolacce. Vedete, dire:""ipocriti"", non rende, le parolacce non si possono dire... ma nessuno ci vieta di pensare. E allora pensate. Fatevi un opinione e un giorno davanti ai scaffali del supermercato... ...ricordate e... agite per convesso.",OUTRAGE
1089,"trovo abbastanza stucchevoli ed anacronistici questi messaggi che, pur utilizzando una comunicazione sociale hanno comunque un intento di promozione di un brand commerciale .",DISAPPOINTMENT
1090,"LEGGO IN QUESTI COMMENTI UNA TALE IDIOZIA...SIETE ANCORA IN TANTI A PENDERE DALLE LABRA DA ALTRI MALAFFARISTI...VERGOGNATEVI....NONOSTANTE L'INFORMAZIONE CHE CÈ IN ATTO OGGI, L'IGNORANZA VI SOCCOMBE. VI CHIEDERETE PERCHÉ ? PROVATE A VEDERE CHE VELENI VI STATE MANGIANDO CON QUELLA PASTA ...PROVATE A FARE UNA RICERCA... PROVATE A CAPIRE CHE ORIGINE HA QUELLA SCHIFEZZA...W L'IGNORANZA !!",DISGUST
1091,La Barilla deve andare a nascondersi! Quanti OGM nella sua pasta!,SHAME
1092,"Qualcuno ha detto che il coronavirus ha fermato l odio social.... Purtroppo gli haters ci saranno sempre!! E io vi chiedo, cosa vi ha fatto la vita x rendervi così? Non è più bello vedere il lato positivo? Grazie barilla e grazie italia",TRUST - DISAPPOINTMENT
1093,Be' a me risulta che il marchio Barilla in realtà ha trasferito le sue aziende a l estero ! Quindi di italiano gli è rimasto solo il marchio perché è una azienda che non produce più sul territorio nazionale italiano e non da lavoro ai cittadini italiani e soprattutto non paga le tasse allo stato italiano ma paga le tasse a un paese straniero ! Be' io spero di sbagliarmi altrimenti se così fosse non capisco perché questa pubblicità ! Quindi spero che qualcuno mi possa dare più informazioni su dove si trova la azienda amministrativa del marchio Barilla,DISAPPOINTMENT
1094,"Che dovrebbe significate ""all'italia che ancora una volta resiste""? Pasta scadente, pubblicità adeguata.",DISGUST
1095,"Sostituire la parola ""Celebra"" con ""Sfrutta"" la situazione per fare marketing",DISGUST
1096,Barilla =fabbricanti di armi!!!,ANGER
1097,La solita retorica,DISGUST
1098,"Solita ipocrisia della grandi azineda...andate in un supermercato a comprare i prodotti delle suddetta marca e vedrete che questo ""spot"" e molte altre cose le stiamo pagando noi...prezzo aumentati a dismisura..Sciacalli!!",ANGER
1099,Barilla celebrerà l'Italia quando farà la pasta esclusivamente con grani italiani,ANGER
1100,"questa è un'altra di quelle multinazionali che avvelenano il mondo...ma tranquilli, tra non molto sarà riconvertita per il bene della società",CONTEMPT
1101,"sempre su buonismo della minkia , aiutate le persone con fatti veri non con parole a cazzi come sempre .",ANGER
1102,commovente raga,SENTIMENTALITY
1103,"A me pare indecente sfruttare un momento di maggiore sensibilità collettiva a fini di marketing. Lo stanno facendo in molti. Ancora più grave se fatto dalle banche, e gli esempi nn mancano",OUTRAGE
1104,"Bastardi assassini schiavi e complici del potere, basta propaganda!!!! Toglieteci dagli arresti domiciliari e diteci cosa volete di preciso...",ANGER
1105,"Grano importato dall'estero contaminato da decine di additivi cancerogeni, illegali in Italia, bypassando di fatto la nostra legge. Omofobia e ignoranza stile regime fascista stigmatizzando gli omosessuali relegandoli ai margini della società (salvo poi manifestare ""sincere scuse"" dopo che il conseguente boicottaggio di massa li stava trascinando al fallimento). Oggi si mostrano con una pubblicità ipocrita che lucra su uno dei momenti più difficile di questo Paese, ponendosi vergognosamente al pari dei VERI eroi che stanno combattendo questa guerra, medici e operatori sanitari su tutti. Preferirei morire di fame piuttosto che mangiare la vostra merda marchiata con l' etichetta contraffatta della qualità.",CONTEMPT
1106,"cHE PENA tutti coloro che si emozionano per questo spot. Non vi fate schifo a sfruttare il dramma ed il dolore per vendere FUSILLI? Non vi fate schifo voi pubblicitari? non vi fate schifo voi Barilla, immondi individui, apporre il vostro marchio per sfruttare l'emotività del dolore. Siate maledetti, da parte mia parte il boicottaggio alla pasta barilla. CANI, porci, maiali.",SADNESS - DISGUST
1107,Peccato che il grano che oggi usa Barilla non sia più quello Italiano!......allora a cosa serve questo bel video?....Se volete aiutare l'Italia comprate pasta con grano 100% ITALIANO....e non fatevi intortare dalle belle pubblicità commoventi.,DISAPPOINTMENT
1108,"Ohhh che bel messaggio strappalacrime, mi viene la pelle d'oca... quanti ricordi: MA ANDATE A FARE IN CULO !!!",ANGER
1109,"Quando mai non sprecano neanche nei momenti peggiori per fare soldi con le pubblicità, oppure mercato di calcio ! Questo solo in italia amici miei ;)",OUTRAGE
1110,La musica di una vecchia pubblicità Barilla degli anni 80 mi ha fatto tornare indietro nel tempo. Bellissima e bellissime le parole!!!!,TRUST - DISAPPOINTMENT
1111,Pasta schifosa.,DISGUST
1112,La musichetta che tutti facevano su una qualsiasi pianola,SENTIMENTALITY
1113,opera di Carducci? vuota retorica che uccide più del coronavirus. n.b. appartengo a una delle categorie nel video eingraziate.,OUTRAGE
1114,pagliacci,CONTEMPT
1115,Col grano ucraino,DISGUST
1116,Grande omaggio all'italia ma usano farina presa dall'estero... brava barilla,TRUST - DISAPPOINTMENT
1117,"Per fortuna i brontoloni, complottisti, tristi e grigi sono la minoranza (80) e l italiano vero apprezza il messaggio dentro questo spot.. indipendentemente dall'azienda che l'ha creato! Viva l'italia..",LOVE
1118,"Bellissimo spot, si guarda volentieri e ci si sente ITALIANI",TRUST
1119,La .musica degli anni 80 90..per tutto.lo spot ho avuto la pelle d'oca..,SENTIMENTALITY
1120,"Una carampana campana che parla di italianità è come un palestinese della striscia di Gaza che parla di Ebraismo nello stato di Israele. Ma che cazzo ne sa ""issa"" che sta negli USA... e magari è anche uno dei nomi che stanno nel server di banca della lista Falciani... Scomunicata dal papa come Giuda per aver rubacchiato ed evaso la fiscalità italiana con cui gli ospedali oggi stanno salvando vite. Mavaffanculo Loren, ti venga il virus e restaci, in silenzio.",ANGER
1121,marketing sciacallo sull 'onda del corona virus. In pratica dei luridi miserabili schifosi. La barilla nn la uso manco per mischiarla con il calcestruzzo perchè mi rovina l'impasto.,ANGER
1122,L'ho guardato almeno 5 volte di fila e mi ha emozionato ogni volta sempre di più... <3,LOVE - SENTIMENTALITY
1123,"GRAZIE, davvero GRAZIE di Cuore,""BARILLA"" Team..Ci siamo commossi, i Miei ed io, vedendo questo incoraggiante audio-Messaggio.Avete scelto proprio Quel brano al pianoforte..La Vs sensibile scelta musicale, regala l'ispirazione che Questo è Un periodo, difficile, pieno di Lontananze, di No e di Preoccupazione, ma non è slegato da tempi più felici, che un giorno Ritorneranno...GRAZIE di cuore!Crìs e fam..",TRUST - SENTIMENTALITY
1124,Siete italiani a convenienza! Spudorati mercenari! Tutte le multinazionali di questo paese fanno milioni di danni alla salute pubblica e poi fanno finta di piangere dai loro pulpiti lussuosi. Ma per favore! Ne abbiamo abbastanza degli spot travestiti da buoni propositi. Dalla moda all'alimentare!,OUTRAGE
